tract,county,geo_id,census_name,total_no_income,total_with_income,total_with_income_level1,total_with_income_level2,total_with_income_level3,total_with_income_level4,total_with_income_level5,total_with_income_level6,total_with_income_level7,total_with_income_level8,median_income,state_x,total_population,total_male,total_female,under_5_years,median_age,over_18_years,over_65_years,white,black,native,asian,islander,other_race,more_one_race,latino,housing_units_dp5,num_households_dp2,perc_hh_w_children,avg_household_size,avg_family_size,pop_in_households,pop_in_households_child,pop_enrolled,college_graduates,tot_pop_birth_native,tot_pop_birth_foreign,speaks_english_only,speaks_english_less_very_well,comp_tot_households,comp_tot_households_pc,comp_tot_households_internet,unemployment_rate,work_from_home,median_hh_income_d,average_hh_income_d,hh_social_security,hh_foodstamps_snap,per_capita_income_d,perc_fam_bellow_poverty,perc_ppl_bellow_poverty,occupied_units,occupied_units_owner,occupied_units_no_vehicle,median_owner_cost_unit_mortgage_d,median_owner_cost_unit_no_mortgage_d,rent_burdened_unit_mortgage,rent_burdened_unit_no_mortgage,occupied_median_rent_d,state_y
010300,109,1400000US17109010300,"Census Tract 103, McDonough County, Illinois",28,25,27,18,27,47,21,9,9,40,84071,17,2172,1083,1089,157,40.2,1560,463,1848,85,0,149,0,7,83,57,949,881,27.6,2.47,3.07,2172,755,618,779,2060,112,1886,18,881,837,758,3.4,81,84071,94514,278,41,36721,5.4,9.1,881,703,11,1319,638,76,12,890,17
010401,109,1400000US17109010401,"Census Tract 104.01, McDonough County, Illinois",264,33,0,38,0,0,0,0,0,0,-666666666,17,853,360,493,64,21.7,778,0,678,94,1,5,0,58,17,78,644,403,15.9,1.74,2.13,703,103,600,130,796,57,715,8,403,403,346,36.4,0,-666666666,21561,0,73,10701,52.9,78.2,403,57,29,-666666666,-666666666,0,0,446,17
010402,109,1400000US17109010402,"Census Tract 104.02, McDonough County, Illinois",266,223,133,203,269,13,10,47,21,28,25114,17,3633,1538,2095,88,24.4,3203,499,3379,138,0,53,0,5,58,64,2246,1666,10.6,2.07,3.28,3441,606,1763,775,3542,91,3474,7,1666,1551,1366,10.8,57,25114,47806,440,275,23677,16.1,45.8,1666,546,222,1551,572,30,32,653,17
010600,109,1400000US17109010600,"Census Tract 106, McDonough County, Illinois",52,58,36,126,44,114,13,46,34,71,44632,17,2385,1170,1215,88,41.0,1837,303,1886,135,11,245,0,0,108,36,1291,973,28.9,2.45,3.20,2385,706,542,435,2253,132,2071,0,973,804,829,3.5,137,44632,66643,345,205,27602,16.8,17.9,973,525,86,962,438,67,0,873,17
010700,109,1400000US17109010700,"Census Tract 107, McDonough County, Illinois",153,48,107,89,126,70,63,161,31,256,51677,17,3817,1708,2109,130,53.8,3166,1355,3380,157,0,158,0,5,117,136,2014,1806,21.8,1.94,3.02,3495,725,686,1362,3548,269,3511,46,1806,1572,1376,5.8,39,51677,74196,798,162,37287,10.4,12.4,1806,1230,302,1005,448,93,18,602,17
010900,109,1400000US17109010900,"Census Tract 109, McDonough County, Illinois",178,76,108,125,46,36,31,53,23,71,35595,17,2501,1336,1165,90,32.0,2159,377,2203,46,0,39,0,8,205,173,1431,1148,14.1,2.13,3.53,2443,440,484,586,2438,63,2299,46,1148,966,854,12.1,23,35595,52267,296,216,27235,3.9,15.7,1148,524,83,868,364,68,16,723,17
011000,109,1400000US17109011000,"Census Tract 110, McDonough County, Illinois",34,35,130,31,17,32,14,64,46,76,58438,17,1987,1009,978,90,48.4,1584,415,1937,37,0,1,0,2,10,16,1150,953,26.1,2.08,2.74,1987,485,427,382,1983,4,1888,0,953,815,769,2.2,43,58438,73383,316,60,34046,6.9,11.0,953,763,27,848,438,26,21,598,17
011100,109,1400000US17109011100,"Census Tract 111, McDonough County, Illinois",54,72,112,78,138,57,39,113,51,112,44563,17,2740,1564,1176,161,40.6,2162,543,2698,0,2,0,0,0,40,3,1394,1290,20.9,2.12,2.60,2740,661,462,399,2735,5,2488,79,1290,890,852,5.0,94,44563,59297,446,102,27912,9.4,13.1,1290,1020,114,793,454,25,93,628,17
980000,109,1400000US17109980000,"Census Tract 9800, McDonough County, Illinois",11,0,7,0,0,0,0,0,0,0,-666666666,17,2299,1024,1275,0,19.7,2276,0,1428,752,0,26,10,0,83,220,34,18,11.1,2.17,11.50,39,17,2282,0,2241,58,2102,31,18,18,11,25.7,24,-666666666,12567,0,2,4522,100.0,87.2,18,0,3,-666666666,-666666666,0,0,-666666666,17
870103,111,1400000US17111870103,"Census Tract 8701.03, McHenry County, Illinois",20,47,21,33,11,25,29,13,8,38,76875,17,2560,1234,1326,124,46.4,1997,399,2422,38,5,0,0,30,65,436,987,931,36.8,2.73,3.12,2542,803,647,353,2488,72,2214,31,931,850,855,3.0,257,76875,100098,378,103,36193,4.9,8.5,931,678,58,1917,821,133,41,972,17
870104,111,1400000US17111870104,"Census Tract 8701.04, McHenry County, Illinois",114,11,38,64,89,95,172,133,24,137,74087,17,4906,2515,2391,333,44.5,3932,1147,4523,36,37,29,5,49,227,407,2369,2123,22.1,2.29,2.77,4863,1188,850,1186,4669,237,4366,12,2123,2075,2017,13.1,362,74087,113322,753,123,49699,2.1,5.5,2123,1503,77,2112,971,246,35,1098,17
870105,111,1400000US17111870105,"Census Tract 8701.05, McHenry County, Illinois",18,26,0,46,0,18,28,46,0,146,132353,17,3792,2135,1657,154,49.7,3011,546,3369,0,0,52,0,109,262,155,1250,1250,31.8,3.03,3.24,3792,1297,948,896,3725,67,3638,0,1250,1222,1229,5.3,256,132353,156813,380,0,53516,0.6,0.9,1250,1250,27,2274,770,176,50,-666666666,17
870106,111,1400000US17111870106,"Census Tract 8701.06, McHenry County, Illinois",18,0,30,0,25,28,0,0,15,7,117344,17,2885,1535,1350,180,41.8,2239,328,2734,0,0,32,0,0,119,213,929,929,40.9,3.11,3.30,2885,1029,618,674,2835,50,2587,18,929,882,882,6.9,168,117344,116671,197,25,37821,5.9,4.8,929,911,7,2383,998,192,31,-666666666,17
870200,111,1400000US17111870200,"Census Tract 8702, McHenry County, Illinois",27,13,68,35,100,0,62,59,59,210,84368,17,5861,2997,2864,445,43.2,4513,1150,5581,19,0,0,0,221,40,1444,2353,2104,30.0,2.73,3.14,5738,1874,1281,810,5237,624,4400,425,2104,2014,1954,5.2,156,84368,90159,845,91,33011,5.5,7.6,2104,1713,69,1720,738,188,77,1191,17
870301,111,1400000US17111870301,"Census Tract 8703.01, McHenry County, Illinois",65,36,183,48,66,48,181,80,27,178,54343,17,4660,2323,2337,363,31.8,3078,673,4377,0,0,0,0,54,229,1972,1761,1719,43.0,2.71,3.15,4660,1672,1398,449,3928,732,3021,468,1719,1659,1530,8.9,47,54343,69715,442,262,25911,19.0,22.6,1719,1004,51,1439,617,64,39,984,17
870302,111,1400000US17111870302,"Census Tract 8703.02, McHenry County, Illinois",63,128,120,39,110,33,6,45,42,91,62976,17,4448,2093,2355,198,30.9,3032,495,3275,39,18,21,0,455,640,2492,1454,1392,42.6,3.19,3.79,4438,1687,1549,320,3358,1090,2086,828,1392,1332,1198,5.0,65,62976,66088,423,207,20929,12.6,14.5,1392,884,150,1349,595,81,55,863,17
870402,111,1400000US17111870402,"Census Tract 8704.02, McHenry County, Illinois",90,15,133,10,49,104,66,63,70,174,71990,17,6061,3308,2753,367,35.3,4761,651,4958,200,0,214,0,172,517,1626,2215,2181,31.3,2.54,3.14,5550,1901,1477,943,4999,1062,3942,582,2181,2148,2022,5.0,146,71990,98470,442,234,36014,8.6,7.0,2181,1553,110,1589,597,138,34,1146,17
870403,111,1400000US17111870403,"Census Tract 8704.03, McHenry County, Illinois",48,19,32,30,77,37,2,72,0,121,93750,17,4311,2097,2214,315,33.8,3129,509,3457,0,0,85,0,155,614,839,1599,1542,46.9,2.80,3.02,4311,1503,1269,741,4208,103,3679,22,1542,1508,1475,6.6,92,93750,100807,318,129,36657,4.2,6.3,1542,1426,49,1818,763,296,44,1369,17
870404,111,1400000US17111870404,"Census Tract 8704.04, McHenry County, Illinois",21,0,18,14,13,39,28,60,70,121,88889,17,3773,1946,1827,151,43.5,2895,660,3439,0,0,28,0,109,197,587,1426,1424,35.1,2.64,2.91,3760,1147,1020,938,3487,286,3010,141,1424,1383,1360,1.7,203,88889,113277,388,31,43918,2.2,3.2,1424,1288,82,1640,928,139,65,1688,17
870501,111,1400000US17111870501,"Census Tract 8705.01, McHenry County, Illinois",33,3,67,23,27,52,42,0,21,153,116444,17,4611,2296,2315,190,44.4,3714,751,4230,137,0,70,0,141,33,450,1639,1626,28.9,2.83,3.20,4606,1614,1404,1175,4402,209,4061,68,1626,1619,1624,6.3,514,116444,132587,499,92,47299,5.2,8.5,1626,1448,0,2351,1142,175,84,1695,17
870502,111,1400000US17111870502,"Census Tract 8705.02, McHenry County, Illinois",138,0,59,35,65,49,61,113,138,243,71413,17,4440,2402,2038,71,42.6,3488,636,3996,0,0,0,0,0,444,597,2025,1934,32.1,2.30,2.70,4440,812,1017,710,4204,236,3891,173,1934,1851,1792,2.0,125,71413,81268,669,227,35313,10.1,12.5,1934,1428,70,1220,561,200,48,1142,17
870603,111,1400000US17111870603,"Census Tract 8706.03, McHenry County, Illinois",45,46,74,49,56,46,73,134,32,123,68911,17,4888,2470,2418,327,38.6,3512,639,3975,113,5,3,0,249,543,1115,1838,1771,34.7,2.75,3.38,4870,1595,1330,401,4426,462,3690,355,1771,1676,1626,4.2,75,68911,81218,505,186,29422,5.0,11.7,1771,1360,33,1356,564,230,25,1357,17
870604,111,1400000US17111870604,"Census Tract 8706.04, McHenry County, Illinois",196,92,0,131,31,124,87,65,21,113,78182,17,5555,2646,2909,393,40.6,4320,861,5057,19,0,81,0,93,305,687,2531,2344,30.5,2.37,2.94,5555,1549,1089,1367,5357,198,4860,98,2344,2160,2147,2.6,215,78182,102133,732,149,43434,6.4,9.0,2344,1770,165,1940,769,225,21,1068,17
870605,111,1400000US17111870605,"Census Tract 8706.05, McHenry County, Illinois",15,63,84,170,113,236,37,163,90,177,68250,17,6562,2983,3579,287,42.2,5088,1211,6259,0,38,102,0,29,134,1109,2594,2533,31.2,2.53,3.20,6412,2054,1645,973,5841,721,5049,527,2533,2395,2278,2.9,308,68250,84250,880,184,33226,5.1,7.8,2533,2355,76,1663,640,389,55,1365,17
870606,111,1400000US17111870606,"Census Tract 8706.06, McHenry County, Illinois",61,60,23,76,156,101,29,87,18,104,68418,17,3797,1950,1847,180,44.3,3057,772,3397,9,0,83,0,132,176,889,1630,1608,24.1,2.35,2.94,3781,1023,817,631,3437,360,2732,345,1608,1446,1414,6.5,123,68418,86362,606,186,40326,3.0,7.3,1608,992,156,1659,768,118,55,1136,17
870702,111,1400000US17111870702,"Census Tract 8707.02, McHenry County, Illinois",139,65,12,122,14,97,112,39,64,239,91583,17,7583,3849,3734,370,46.0,5928,891,7060,43,0,77,0,0,403,656,3330,3119,30.5,2.43,2.87,7583,1890,1562,2312,7389,194,6845,132,3119,3107,3054,10.0,937,91583,149103,794,315,60776,5.6,10.2,3119,2675,40,1835,1091,394,60,1655,17
870703,111,1400000US17111870703,"Census Tract 8707.03, McHenry County, Illinois",25,23,22,34,43,24,17,19,85,112,122101,17,5450,2761,2689,213,45.3,4187,841,5128,40,0,76,0,67,139,120,1947,1899,35.9,2.87,3.03,5450,1667,1442,1260,5315,135,5054,48,1899,1860,1825,3.0,278,122101,136328,605,38,47451,3.0,5.3,1899,1835,28,2114,922,188,82,1578,17
870704,111,1400000US17111870704,"Census Tract 8707.04, McHenry County, Illinois",8,50,19,30,21,22,22,25,89,139,81359,17,3676,1915,1761,161,41.7,2950,535,3542,0,11,0,0,19,104,123,1541,1360,30.0,2.70,3.02,3676,1023,727,413,3598,78,3403,23,1360,1322,1262,4.4,98,81359,108507,366,53,40601,0.5,4.3,1360,1250,25,1387,672,165,23,1667,17
870807,111,1400000US17111870807,"Census Tract 8708.07, McHenry County, Illinois",91,0,11,45,15,18,51,36,28,115,111034,17,5424,2741,2683,126,40.1,4107,636,4860,160,0,165,0,99,140,724,2058,1912,39.0,2.81,3.17,5382,1971,1443,1790,5005,419,4705,220,1912,1889,1828,3.9,244,111034,135049,495,96,47794,6.4,7.4,1912,1403,104,2024,853,133,29,1117,17
870808,111,1400000US17111870808,"Census Tract 8708.08, McHenry County, Illinois",18,23,13,18,12,10,15,49,119,70,104091,17,3950,1994,1956,115,45.0,3067,1004,3502,98,0,64,0,9,277,321,1376,1318,30.6,2.89,3.08,3803,1153,968,1297,3595,355,3518,185,1318,1289,1268,5.4,240,104091,138479,572,24,47839,5.1,6.8,1318,1140,13,2488,688,103,27,1346,17
870809,111,1400000US17111870809,"Census Tract 8708.09, McHenry County, Illinois",11,68,3,103,34,106,96,214,17,200,102941,17,7504,3681,3823,493,40.9,5981,1344,6738,158,0,86,0,23,499,797,3011,2852,33.5,2.59,2.97,7382,2341,1522,2370,6796,708,6151,341,2852,2668,2702,5.5,516,102941,143845,902,45,56048,2.6,3.2,2852,2058,182,1972,922,188,41,1739,17
870810,111,1400000US17111870810,"Census Tract 8708.10, McHenry County, Illinois",69,25,55,24,4,20,56,103,14,89,101442,17,4187,2116,2071,255,45.3,3307,677,3870,55,0,76,0,26,160,321,1642,1630,29.4,2.57,3.05,4187,1248,961,1125,3816,371,3560,76,1630,1573,1528,5.8,312,101442,124495,476,63,48856,4.0,6.1,1630,1511,42,1904,760,277,60,1245,17
870811,111,1400000US17111870811,"Census Tract 8708.11, McHenry County, Illinois",72,5,46,16,48,94,39,37,82,104,82596,17,4586,2437,2149,284,43.8,3721,774,4144,0,3,93,0,68,278,624,1930,1819,27.8,2.52,2.98,4586,1138,755,820,4187,399,3765,199,1819,1749,1723,8.2,227,82596,102144,593,99,40816,5.4,8.0,1819,1523,40,1763,726,256,70,1434,17
870812,111,1400000US17111870812,"Census Tract 8708.12, McHenry County, Illinois",18,5,19,18,85,22,84,98,42,183,83633,17,4413,2199,2214,552,37.7,3327,419,4053,12,0,174,0,48,126,579,1753,1705,35.5,2.59,3.11,4413,1398,911,853,3931,482,3166,262,1705,1662,1642,4.7,258,83633,93833,330,81,36638,1.6,5.2,1705,1351,14,1648,656,196,10,1626,17
870813,111,1400000US17111870813,"Census Tract 8708.13, McHenry County, Illinois",23,32,72,8,84,29,145,127,117,130,88125,17,4707,2304,2403,57,45.6,3975,992,4585,15,0,12,0,0,95,271,2095,2021,19.1,2.32,2.93,4696,1134,1098,1383,4619,88,4538,46,2021,2001,1971,4.2,456,88125,115169,614,57,49457,1.2,3.3,2021,1383,25,2120,794,244,77,1669,17
870814,111,1400000US17111870814,"Census Tract 8708.14, McHenry County, Illinois",15,95,12,16,30,0,15,57,22,29,140313,17,3631,1676,1955,146,45.7,2895,562,3280,6,0,205,0,57,83,111,1352,1260,34.5,2.87,3.20,3616,1116,884,1508,3298,333,2950,58,1260,1252,1216,5.8,244,140313,164207,346,26,58398,7.3,9.3,1260,1240,12,2461,1254,183,89,-666666666,17
870903,111,1400000US17111870903,"Census Tract 8709.03, McHenry County, Illinois",72,35,25,36,29,65,74,106,27,102,64493,17,3476,1640,1836,60,39.5,2735,691,3025,144,0,0,0,159,148,655,1460,1372,30.2,2.40,2.80,3286,981,796,644,3173,303,2940,174,1372,1337,1308,1.8,80,64493,76194,458,268,30143,10.6,13.5,1372,736,151,1412,580,137,0,1114,17
870904,111,1400000US17111870904,"Census Tract 8709.04, McHenry County, Illinois",100,16,27,73,64,36,44,18,74,174,85875,17,5227,2322,2905,261,42.1,4268,673,3924,52,8,11,0,0,1232,1572,1973,1877,28.1,2.70,3.03,5074,1300,1396,972,4453,774,3758,162,1877,1795,1749,5.2,100,85875,93706,425,199,34929,2.3,6.5,1877,1411,126,1575,742,148,37,1200,17
870905,111,1400000US17111870905,"Census Tract 8709.05, McHenry County, Illinois",107,156,74,81,106,79,55,89,111,188,57563,17,4969,2660,2309,383,36.4,3827,598,3960,2,56,229,0,115,607,1158,2137,2053,38.9,2.41,2.85,4954,1494,1295,923,4404,565,3580,449,2053,1920,1875,4.3,155,57563,80504,511,399,33524,13.9,16.4,2053,1120,217,1715,648,139,7,960,17
870906,111,1400000US17111870906,"Census Tract 8709.06, McHenry County, Illinois",92,11,0,21,117,24,46,15,0,216,96875,17,4888,2267,2621,266,34.6,3581,577,4170,84,24,49,0,162,399,764,1919,1776,41.2,2.74,3.01,4871,1552,1384,1249,4518,370,3918,284,1776,1703,1697,2.8,405,96875,104106,410,153,37915,3.5,5.1,1776,1209,55,1981,966,138,57,1181,17
870907,111,1400000US17111870907,"Census Tract 8709.07, McHenry County, Illinois",9,14,18,3,21,55,112,23,56,25,105894,17,2957,1402,1555,242,53.1,2363,759,2847,76,0,8,0,0,26,99,1182,1172,19.0,2.52,2.82,2957,896,556,973,2885,72,2617,0,1172,1129,1116,6.1,163,105894,145171,521,91,57198,1.0,3.2,1172,1069,74,2372,943,241,80,1835,17
871003,111,1400000US17111871003,"Census Tract 8710.03, McHenry County, Illinois",86,18,96,16,49,104,59,48,59,83,83864,17,4075,1894,2181,216,38.0,3211,680,3818,121,0,0,0,8,128,631,1734,1590,31.7,2.56,3.05,4070,1166,962,671,3759,316,3285,173,1590,1535,1489,5.9,167,83864,100234,526,117,39380,6.1,9.5,1590,1208,33,1596,673,133,43,985,17
871004,111,1400000US17111871004,"Census Tract 8710.04, McHenry County, Illinois",171,199,126,132,127,90,16,65,5,13,83510,17,6508,3291,3217,581,31.0,4719,969,6161,82,0,0,0,119,146,635,2485,2325,41.9,2.78,3.16,6454,2374,1676,835,6252,256,5648,200,2325,2125,2075,5.2,20,83510,92831,767,311,34049,19.2,15.8,2325,1581,82,1882,817,153,126,943,17
871105,111,1400000US17111871105,"Census Tract 8711.05, McHenry County, Illinois",66,14,17,15,66,31,14,66,15,49,110000,17,5421,2865,2556,155,39.2,4142,866,5025,19,0,159,0,52,166,511,1756,1756,40.8,3.09,3.46,5421,2053,1420,1524,5003,418,4641,203,1756,1708,1695,3.0,255,110000,122338,562,27,40873,2.4,2.5,1756,1617,31,2152,984,215,49,1639,17
871107,111,1400000US17111871107,"Census Tract 8711.07, McHenry County, Illinois",64,9,0,10,0,9,21,9,29,12,152176,17,5329,2478,2851,245,40.9,3901,505,4601,13,0,527,0,78,110,438,1750,1715,43.1,3.11,3.30,5329,1926,1366,1813,4764,565,4144,337,1715,1694,1676,2.4,244,152176,170337,319,35,56245,0.5,1.5,1715,1633,0,2795,1159,190,10,-666666666,17
871108,111,1400000US17111871108,"Census Tract 8711.08, McHenry County, Illinois",12,11,4,0,9,13,0,22,18,90,120813,17,5414,2832,2582,333,36.6,3813,335,4739,79,0,147,0,190,259,683,1795,1767,51.8,3.06,3.28,5414,2019,1608,1666,4749,665,4345,243,1767,1758,1758,1.9,487,120813,142142,257,28,46466,3.4,4.3,1767,1634,0,2142,1063,146,37,1724,17
871109,111,1400000US17111871109,"Census Tract 8711.09, McHenry County, Illinois",10,13,11,6,78,0,0,0,52,89,123913,17,5500,2770,2730,399,31.5,3897,314,4377,97,0,638,0,93,295,817,1572,1572,51.8,3.50,3.83,5500,2255,1736,1309,4717,783,4061,154,1572,1559,1553,4.1,397,123913,135435,220,114,39366,1.3,2.1,1572,1341,0,2056,945,127,90,2138,17
871110,111,1400000US17111871110,"Census Tract 8711.10, McHenry County, Illinois",0,0,0,0,49,0,16,0,0,33,141875,17,4496,2416,2080,280,38.6,3064,518,3973,135,0,201,0,49,138,265,1238,1238,60.6,3.63,3.90,4496,1760,1460,1162,4207,289,3786,134,1238,1227,1178,3.3,426,141875,154332,310,0,42723,0.0,0.0,1238,1061,0,2331,1018,0,0,1863,17
871111,111,1400000US17111871111,"Census Tract 8711.11, McHenry County, Illinois",35,0,17,0,0,108,37,0,42,76,131356,17,4975,2285,2690,208,37.5,3750,486,4174,188,0,553,0,0,60,479,1706,1669,45.0,2.98,3.32,4975,1785,1582,1974,4573,402,4051,155,1669,1669,1640,3.9,111,131356,132981,454,16,44924,0.0,0.7,1669,1653,169,2143,925,250,17,-666666666,17
871112,111,1400000US17111871112,"Census Tract 8711.12, McHenry County, Illinois",65,0,0,20,34,32,13,22,69,132,153214,17,5650,3143,2507,144,40.4,4081,678,4948,50,0,124,0,231,297,581,1998,1906,48.7,2.96,3.38,5650,2148,1815,1733,5330,320,4969,54,1906,1823,1823,2.7,586,153214,167787,485,74,57620,2.2,2.5,1906,1781,13,2553,1169,75,21,789,17
871113,111,1400000US17111871113,"Census Tract 8711.13, McHenry County, Illinois",0,0,20,16,0,0,0,25,0,16,141776,17,4059,1874,2185,179,35.8,2744,207,3718,16,0,311,0,0,14,453,1167,1167,63.8,3.48,3.52,4059,1701,1435,1155,3553,506,3000,223,1167,1167,1151,2.9,372,141776,154628,106,15,45060,1.8,2.2,1167,1144,0,2188,1035,102,16,-666666666,17
871114,111,1400000US17111871114,"Census Tract 8711.14, McHenry County, Illinois",14,0,0,14,15,0,14,13,0,139,137917,17,3502,1483,2019,123,40.6,2578,341,3295,159,0,15,0,0,33,596,1305,1111,44.1,3.15,3.35,3502,1492,1189,855,3273,229,3095,99,1111,1097,1097,3.7,231,137917,149475,259,0,48047,0.0,0.4,1111,1048,14,2217,770,97,14,-666666666,17
871115,111,1400000US17111871115,"Census Tract 8711.15, McHenry County, Illinois",0,195,0,16,0,20,57,0,0,38,79929,17,3173,1909,1264,104,36.1,2444,180,2520,176,0,228,0,249,0,697,1321,1262,44.5,2.51,2.70,3173,1020,747,510,2579,594,2671,160,1262,1262,1262,0.8,0,79929,93823,337,195,34952,19.6,13.8,1262,775,29,2086,879,174,0,-666666666,17
871201,111,1400000US17111871201,"Census Tract 8712.01, McHenry County, Illinois",36,56,32,42,49,43,97,38,140,147,97654,17,7582,3659,3923,524,38.6,5240,1173,7023,18,5,13,0,79,444,957,2759,2703,41.2,2.81,3.17,7582,2474,2249,1755,7258,324,6670,147,2703,2653,2625,2.5,267,97654,107442,797,78,38843,1.1,2.6,2703,2353,64,1966,832,262,75,1569,17
871202,111,1400000US17111871202,"Census Tract 8712.02, McHenry County, Illinois",176,18,0,101,32,32,121,111,182,167,64048,17,5256,2545,2711,239,35.7,3969,627,4886,0,55,168,0,70,77,1389,2064,1958,35.9,2.66,3.11,5203,1574,1216,831,4445,811,3992,374,1958,1896,1859,4.0,159,64048,79623,469,279,29686,15.8,17.2,1958,1259,135,1601,666,214,0,1218,17
871205,111,1400000US17111871205,"Census Tract 8712.05, McHenry County, Illinois",16,0,10,26,66,53,54,105,47,122,76839,17,4275,2350,1925,254,36.4,3269,536,3453,140,0,88,0,64,530,834,1600,1557,37.2,2.75,3.19,4275,1310,908,623,3816,459,3171,254,1557,1531,1521,8.1,126,76839,98783,378,96,36238,0.9,1.3,1557,1332,10,1623,710,127,17,1224,17
871206,111,1400000US17111871206,"Census Tract 8712.06, McHenry County, Illinois",27,84,47,28,99,58,58,30,0,28,120032,17,7131,3336,3795,554,43.5,5761,1054,6256,63,0,539,0,36,237,510,2647,2604,28.6,2.74,3.08,7131,2267,1400,1941,6349,782,5391,418,2604,2327,2301,9.7,650,120032,135394,800,39,49133,4.8,6.3,2604,2114,342,2511,958,256,91,1761,17
871207,111,1400000US17111871207,"Census Tract 8712.07, McHenry County, Illinois",22,0,71,29,85,60,100,47,60,124,81591,17,4444,2072,2372,241,40.2,3615,726,3372,425,16,340,0,23,268,567,1747,1712,30.5,2.60,3.27,4444,1587,914,1274,3812,632,3570,193,1712,1626,1591,8.1,390,81591,101880,499,130,38737,3.4,4.7,1712,1354,129,2012,980,254,38,1199,17
871208,111,1400000US17111871208,"Census Tract 8712.08, McHenry County, Illinois",25,0,8,9,38,8,15,68,17,69,120095,17,3774,1889,1885,176,40.5,2748,353,3596,0,0,102,0,0,76,309,1422,1338,42.2,2.82,3.26,3774,1379,1098,1099,3499,275,3271,164,1338,1299,1290,6.9,285,120095,122099,278,63,43716,0.0,0.7,1338,1238,30,1989,930,120,45,1339,17
871209,111,1400000US17111871209,"Census Tract 8712.09, McHenry County, Illinois",38,6,27,46,54,42,74,235,29,165,63946,17,3601,1829,1772,248,34.9,2639,356,2599,36,11,257,0,226,472,1049,1602,1517,33.8,2.35,2.92,3571,1185,986,607,3014,587,2559,322,1517,1511,1506,4.6,38,63946,71220,240,107,30541,6.8,7.4,1517,654,17,1444,742,78,0,1397,17
871301,111,1400000US17111871301,"Census Tract 8713.01, McHenry County, Illinois",23,58,95,14,134,18,31,57,34,164,91667,17,4549,2237,2312,227,38.3,3423,584,4238,0,0,40,0,224,47,548,1917,1820,32.1,2.50,2.98,4549,1491,1210,1345,4112,437,3776,267,1820,1767,1698,7.7,287,91667,107696,476,201,43609,4.4,6.8,1820,1275,140,1849,772,134,31,1297,17
871304,111,1400000US17111871304,"Census Tract 8713.04, McHenry County, Illinois",70,43,27,120,44,16,0,63,102,77,76298,17,3436,1807,1629,148,40.1,2750,636,2847,56,27,0,0,0,506,351,1346,1281,27.7,2.68,3.29,3436,1121,850,888,3166,270,2704,115,1281,1211,1210,1.9,285,76298,100944,436,72,38497,9.6,13.8,1281,1180,57,1658,818,117,197,1094,17
871305,111,1400000US17111871305,"Census Tract 8713.05, McHenry County, Illinois",19,2,40,104,0,37,26,0,15,20,121615,17,6029,3147,2882,177,40.3,4419,705,5588,22,66,19,0,66,268,601,1942,1939,44.2,3.09,3.37,5986,2370,1942,2019,5757,272,5682,50,1939,1909,1816,8.1,387,121615,176654,424,16,57269,1.2,1.6,1939,1770,37,2544,924,256,16,1414,17
871307,111,1400000US17111871307,"Census Tract 8713.07, McHenry County, Illinois",6,33,7,26,27,24,27,24,11,117,111250,17,5263,2496,2767,420,40.2,3952,655,4843,0,0,186,0,35,199,557,1847,1791,38.0,2.94,3.14,5263,1699,1463,1529,4917,346,4543,89,1791,1754,1738,6.5,398,111250,129437,386,33,45345,0.0,2.8,1791,1535,48,2098,955,250,57,1273,17
871310,111,1400000US17111871310,"Census Tract 8713.10, McHenry County, Illinois",28,0,7,26,36,52,32,53,60,75,119295,17,4491,2366,2125,181,41.3,3699,806,3964,20,0,127,0,67,313,404,1688,1680,27.0,2.67,2.99,4491,1330,1002,1209,4086,405,3761,283,1680,1668,1636,5.9,493,119295,128869,552,59,48128,0.0,2.0,1680,1557,0,1866,779,141,53,2151,17
871311,111,1400000US17111871311,"Census Tract 8713.11, McHenry County, Illinois",43,10,58,62,34,35,165,19,63,62,84200,17,4896,2390,2506,143,40.8,3922,573,3777,326,4,429,0,140,220,698,2027,1916,32.4,2.56,2.97,4896,1487,1147,1024,4149,747,3835,247,1916,1900,1846,8.5,187,84200,93342,418,56,35997,8.1,6.6,1916,1471,42,1799,858,174,8,1668,17
871312,111,1400000US17111871312,"Census Tract 8713.12, McHenry County, Illinois",47,0,0,29,31,41,107,23,49,131,121202,17,5750,2896,2854,244,43.8,4498,716,5154,0,0,116,0,204,276,250,2068,2068,36.1,2.78,2.97,5750,1873,1401,1799,5353,397,4952,150,2068,2068,2068,5.1,574,121202,128467,469,111,46109,0.8,2.4,2068,2043,13,2030,855,323,60,-666666666,17
871313,111,1400000US17111871313,"Census Tract 8713.13, McHenry County, Illinois",83,16,17,0,32,52,0,42,94,27,77660,17,2004,1048,956,221,42.8,1649,447,1805,9,0,186,0,0,4,377,770,770,18.7,2.58,3.09,1987,542,263,369,1628,376,1179,178,770,737,642,9.9,0,77660,84897,340,196,30635,13.2,22.6,770,592,30,1478,643,105,25,1155,17
871402,111,1400000US17111871402,"Census Tract 8714.02, McHenry County, Illinois",24,0,19,31,106,0,129,147,21,174,109130,17,5927,2699,3228,286,43.3,4682,842,5228,0,0,211,0,35,453,716,2596,2268,35.7,2.61,3.07,5927,1856,1469,2013,5230,697,4516,309,2268,2257,2222,6.3,529,109130,158483,563,149,60159,0.0,1.6,2268,1893,127,2283,711,138,81,1321,17
