tract,county,geo_id,census_name,total_no_income,total_with_income,total_with_income_level1,total_with_income_level2,total_with_income_level3,total_with_income_level4,total_with_income_level5,total_with_income_level6,total_with_income_level7,total_with_income_level8,median_income,state_x,total_population,total_male,total_female,under_5_years,median_age,over_18_years,over_65_years,white,black,native,asian,islander,other_race,more_one_race,latino,housing_units_dp5,num_households_dp2,perc_hh_w_children,avg_household_size,avg_family_size,pop_in_households,pop_in_households_child,pop_enrolled,college_graduates,tot_pop_birth_native,tot_pop_birth_foreign,speaks_english_only,speaks_english_less_very_well,comp_tot_households,comp_tot_households_pc,comp_tot_households_internet,unemployment_rate,work_from_home,median_hh_income_d,average_hh_income_d,hh_social_security,hh_foodstamps_snap,per_capita_income_d,perc_fam_bellow_poverty,perc_ppl_bellow_poverty,occupied_units,occupied_units_owner,occupied_units_no_vehicle,median_owner_cost_unit_mortgage_d,median_owner_cost_unit_no_mortgage_d,rent_burdened_unit_mortgage,rent_burdened_unit_no_mortgage,occupied_median_rent_d,state_y
846209,043,1400000US17043846209,"Census Tract 8462.09, DuPage County, Illinois",18,0,20,21,39,0,28,14,12,73,172647,17,4216,2211,2005,145,41.0,3273,743,3745,27,0,333,0,37,74,174,1304,1304,38.2,2.84,3.14,3701,1274,1554,2060,3872,344,3613,55,1304,1266,1200,2.6,400,172647,227003,454,0,71025,5.1,4.4,1304,1119,68,3341,1256,180,68,2281,17
846304,043,1400000US17043846304,"Census Tract 8463.04, DuPage County, Illinois",23,12,36,68,0,45,11,64,35,47,155000,17,5399,2764,2635,230,48.1,4381,1187,3372,46,11,1822,0,20,128,73,2164,1980,29.4,2.73,3.15,5399,1465,1064,3184,3755,1644,3447,587,1980,1968,1932,4.2,414,155000,178333,644,30,65577,0.9,0.7,1980,1680,48,2814,1288,328,64,1776,17
846305,043,1400000US17043846305,"Census Tract 8463.05, DuPage County, Illinois",138,71,32,61,13,43,25,45,50,121,95634,17,5284,2777,2507,390,39.2,4175,959,4255,158,12,417,0,118,324,1016,2105,2057,26.1,2.57,3.10,5284,1764,1082,1523,4566,718,3947,148,2057,1934,1850,2.0,340,95634,101153,613,222,40188,2.3,4.6,2057,1747,112,2060,955,255,43,1246,17
846307,043,1400000US17043846307,"Census Tract 8463.07, DuPage County, Illinois",46,11,0,118,99,85,140,35,25,207,78667,17,4514,2209,2305,282,38.6,3513,493,3010,207,19,792,0,55,431,378,2024,1932,26.8,2.30,3.11,4448,1289,1192,1479,3468,1046,2998,389,1932,1915,1823,5.3,291,78667,97249,403,135,41817,3.1,6.5,1932,1094,35,1818,770,135,10,1226,17
846308,043,1400000US17043846308,"Census Tract 8463.08, DuPage County, Illinois",90,32,76,33,86,92,43,9,32,205,65774,17,4383,2087,2296,226,33.1,3171,398,2561,776,0,621,0,155,270,963,1608,1544,44.6,2.84,3.54,4383,1578,1165,900,3023,1360,2220,635,1544,1400,1369,7.4,384,65774,93339,410,205,33946,8.9,11.3,1544,908,9,1724,760,114,30,1395,17
846310,043,1400000US17043846310,"Census Tract 8463.10, DuPage County, Illinois",85,4,6,65,102,73,104,194,19,65,66950,17,4727,2339,2388,204,35.6,3519,311,2863,767,0,329,0,425,343,1327,1796,1630,35.7,2.90,3.36,4722,1689,1262,1002,3074,1653,2436,792,1630,1609,1556,6.0,266,66950,76612,259,166,27332,1.9,5.2,1630,703,6,1880,738,166,18,1319,17
846311,043,1400000US17043846311,"Census Tract 8463.11, DuPage County, Illinois",0,0,20,98,132,150,35,17,156,118,85513,17,5374,2979,2395,307,36.8,4100,677,3683,1127,0,182,0,70,312,1197,2055,2008,31.8,2.68,3.22,5374,1649,1258,1492,4664,710,3677,527,2008,1988,1943,6.1,223,85513,105880,564,253,40859,0.0,2.3,2008,1284,23,2094,1019,268,26,1447,17
846312,043,1400000US17043846312,"Census Tract 8463.12, DuPage County, Illinois",123,73,104,91,59,83,0,89,93,148,87996,17,5064,2900,2164,254,38.8,4288,588,3626,233,14,646,0,302,243,438,3037,2802,17.1,1.80,2.56,5048,932,933,2400,4126,938,3643,225,2802,2692,2545,7.5,576,87996,111112,306,248,61661,11.6,10.5,2802,1270,54,1687,581,111,33,1320,17
846313,043,1400000US17043846313,"Census Tract 8463.13, DuPage County, Illinois",55,14,11,13,37,77,64,36,51,59,132938,17,4851,2530,2321,166,48.4,4181,761,3604,322,0,712,0,54,159,224,2233,2233,16.8,2.17,2.79,4851,1128,851,2578,3754,1097,3563,380,2233,2233,2139,9.8,550,132938,167221,479,0,77769,1.8,4.2,2233,1420,50,2674,1093,240,49,1897,17
846314,043,1400000US17043846314,"Census Tract 8463.14, DuPage County, Illinois",8,11,0,28,8,37,54,58,167,61,116827,17,3804,1912,1892,189,40.5,3148,425,3010,71,8,360,0,214,141,639,1619,1619,24.7,2.35,2.80,3804,936,774,1595,3248,556,2770,163,1619,1590,1580,6.3,408,116827,125828,328,85,54181,0.0,1.5,1619,996,23,2312,940,84,31,1706,17
846315,043,1400000US17043846315,"Census Tract 8463.15, DuPage County, Illinois",26,0,8,7,34,33,8,20,32,121,114121,17,3962,2023,1939,246,43.4,3157,720,3463,66,0,304,0,18,111,282,1567,1495,31.0,2.65,3.07,3962,1170,837,1572,3531,431,3075,161,1495,1462,1454,3.9,386,114121,135576,532,51,51331,1.5,1.5,1495,1425,8,2324,977,288,40,-666666666,17
846404,043,1400000US17043846404,"Census Tract 8464.04, DuPage County, Illinois",68,127,43,24,106,23,50,154,77,204,93042,17,6231,3388,2843,588,35.7,5080,935,4774,235,7,697,0,211,307,733,2738,2709,22.7,2.23,3.19,6033,1488,938,2633,5112,1119,4298,106,2709,2652,2535,4.7,772,93042,124798,582,175,56210,5.8,5.9,2709,1373,207,2383,748,264,77,1406,17
846405,043,1400000US17043846405,"Census Tract 8464.05, DuPage County, Illinois",112,47,9,32,28,51,15,160,23,57,133750,17,3919,1870,2049,213,47.1,2792,803,2813,60,14,699,0,55,278,186,1742,1603,31.5,2.44,3.17,3919,1220,1104,1859,3411,508,2908,150,1603,1489,1445,0.8,599,133750,181936,559,64,74150,6.2,7.0,1603,1376,244,2864,695,169,0,1226,17
846408,043,1400000US17043846408,"Census Tract 8464.08, DuPage County, Illinois",44,11,0,0,18,0,6,19,8,20,177696,17,4261,2163,2098,120,39.8,2978,299,1564,447,17,1998,0,67,168,189,1373,1361,55.2,3.13,3.42,4261,1431,1489,1974,2867,1394,2502,214,1361,1342,1318,4.4,502,177696,186905,180,17,62192,2.9,3.7,1361,1182,14,2635,1358,95,15,1960,17
846409,043,1400000US17043846409,"Census Tract 8464.09, DuPage County, Illinois",62,0,0,0,0,0,7,31,79,98,158234,17,4753,2460,2293,295,41.0,3494,580,3186,272,0,974,0,127,194,430,1662,1662,42.1,2.86,3.18,4753,1629,1324,1967,3878,875,3231,240,1662,1662,1599,6.8,485,158234,188583,288,33,68396,1.4,3.0,1662,1469,15,2353,1327,167,40,1677,17
846410,043,1400000US17043846410,"Census Tract 8464.10, DuPage County, Illinois",65,1,79,102,0,55,163,100,98,247,90913,17,5021,2338,2683,565,33.6,3802,371,2919,739,0,1159,1,14,189,384,2254,2254,37.7,2.22,2.96,5006,1348,1083,2079,3596,1425,3065,263,2254,2198,2128,4.2,203,90913,101493,388,250,45757,4.1,6.0,2254,823,282,1878,694,32,0,1474,17
846411,043,1400000US17043846411,"Census Tract 8464.11, DuPage County, Illinois",41,7,80,42,60,0,65,36,49,109,100911,17,5361,2473,2888,481,30.6,3859,237,2378,539,0,2082,0,179,183,620,2211,2077,43.7,2.54,3.05,5281,1731,1552,2198,3309,2052,2892,367,2077,1998,1939,6.5,703,100911,112588,252,162,44159,1.5,3.7,2077,750,163,2062,709,48,35,1592,17
846412,043,1400000US17043846412,"Census Tract 8464.12, DuPage County, Illinois",0,10,17,54,7,42,13,62,66,188,100265,17,4878,2026,2852,298,38.7,3853,928,3397,498,0,631,0,21,331,537,2018,1841,29.6,2.43,3.06,4471,1250,998,2299,3911,967,3229,271,1841,1799,1748,3.2,256,100265,130570,419,120,50083,0.9,2.5,1841,1007,70,2148,921,97,48,1898,17
846413,043,1400000US17043846413,"Census Tract 8464.13, DuPage County, Illinois",45,17,18,30,9,37,0,10,46,82,92986,17,3551,1818,1733,172,38.4,2806,741,2404,145,0,668,0,49,285,273,1654,1535,26.8,2.20,3.10,3380,928,763,1743,2758,793,2625,159,1535,1501,1429,6.1,446,92986,114848,339,34,50832,1.1,2.4,1535,635,324,2626,969,36,17,1482,17
846504,043,1400000US17043846504,"Census Tract 8465.04, DuPage County, Illinois",134,45,19,44,155,182,23,0,40,111,106317,17,6195,3135,3060,358,42.9,4910,1287,5493,99,33,102,0,168,300,1016,2448,2333,27.3,2.54,3.19,5916,1606,1596,2446,5168,1027,4454,355,2333,2081,2040,2.5,505,106317,144223,839,169,55743,3.0,7.9,2333,1286,100,2425,1311,97,60,1179,17
846507,043,1400000US17043846507,"Census Tract 8465.07, DuPage County, Illinois",0,25,26,96,5,7,7,3,13,176,95204,17,3471,1668,1803,176,33.9,2578,156,1383,516,0,1052,0,168,352,458,1549,1392,39.9,2.49,3.12,3471,1146,1016,1385,2480,991,2177,179,1392,1392,1291,2.4,294,95204,118572,149,162,48184,14.1,8.1,1392,657,66,2246,792,114,26,1769,17
846509,043,1400000US17043846509,"Census Tract 8465.09, DuPage County, Illinois",76,0,32,90,58,33,17,36,28,149,86829,17,5780,2953,2827,666,34.7,4206,263,1947,1240,0,2200,0,64,329,661,2806,2462,45.6,2.35,2.96,5780,1923,1490,2030,3809,1971,3151,468,2462,2452,2383,0.0,342,86829,106385,266,67,44944,3.3,4.3,2462,1302,77,1567,599,181,43,1821,17
846510,043,1400000US17043846510,"Census Tract 8465.10, DuPage County, Illinois",13,38,0,0,21,42,71,45,72,29,90000,17,3840,1933,1907,395,29.8,2824,235,1896,407,0,923,0,100,514,615,1424,1424,48.0,2.70,3.21,3840,1210,1068,1222,2843,997,2137,440,1424,1409,1397,9.3,243,90000,106339,100,70,40328,2.5,3.0,1424,643,28,1828,942,52,11,1642,17
846511,043,1400000US17043846511,"Census Tract 8465.11, DuPage County, Illinois",44,64,35,40,52,98,97,88,0,59,86908,17,6366,3194,3172,266,34.7,4547,491,4352,824,0,472,0,469,249,2005,2010,1890,48.1,3.37,3.49,6366,2500,2182,1118,5302,1064,4166,470,1890,1841,1832,9.1,409,86908,94828,333,143,28827,7.5,6.9,1890,1529,79,1745,580,182,15,1766,17
846513,043,1400000US17043846513,"Census Tract 8465.13, DuPage County, Illinois",32,4,0,66,24,45,0,45,10,59,134179,17,3174,1621,1553,212,37.4,2196,373,1842,242,0,910,0,17,163,178,1017,1017,48.8,3.12,3.48,3174,1099,1049,1478,2035,1139,1756,326,1017,991,991,5.8,191,134179,184736,198,58,61012,13.5,18.7,1017,913,38,3013,1470,191,67,1994,17
846514,043,1400000US17043846514,"Census Tract 8465.14, DuPage County, Illinois",8,9,34,29,0,13,0,6,17,42,140789,17,4227,2186,2041,174,36.7,2809,145,1801,576,0,1669,0,9,172,190,1377,1336,56.2,3.16,3.57,4227,1784,1577,1772,2899,1328,2431,195,1336,1336,1332,4.4,409,140789,167563,87,48,53562,2.0,2.7,1336,905,0,2485,1138,64,40,1844,17
846515,043,1400000US17043846515,"Census Tract 8465.15, DuPage County, Illinois",0,47,15,55,21,93,0,127,30,144,91750,17,5185,2810,2375,237,37.7,4081,382,2950,484,4,846,0,187,714,1392,1871,1733,35.1,2.99,3.52,5185,1819,1348,1674,3976,1209,3015,735,1733,1683,1660,6.1,226,91750,100071,211,126,34977,9.2,14.9,1733,1302,16,1761,681,258,0,1640,17
846517,043,1400000US17043846517,"Census Tract 8465.17, DuPage County, Illinois",10,0,39,0,21,63,11,83,105,74,107279,17,5561,2598,2963,308,36.5,4059,290,3225,708,0,1056,0,171,401,563,2237,1941,41.7,2.87,3.35,5561,2028,1662,2211,4366,1195,3643,484,1941,1920,1860,5.3,389,107279,155200,216,35,55247,0.7,0.4,1941,1391,45,2168,1137,241,5,1740,17
846518,043,1400000US17043846518,"Census Tract 8465.18, DuPage County, Illinois",36,5,24,0,5,28,15,9,27,38,164875,17,3176,1763,1413,151,42.3,2263,304,2405,148,6,321,0,42,254,189,1099,1099,44.2,2.89,3.11,3171,1115,897,1533,2672,504,2420,106,1099,1078,1049,8.4,230,164875,171327,216,43,59628,4.2,4.9,1099,1055,52,2846,859,149,12,2147,17
846519,043,1400000US17043846519,"Census Tract 8465.19, DuPage County, Illinois",43,85,9,3,40,125,37,13,51,62,101659,17,3124,1571,1553,89,38.7,2546,277,1716,148,27,908,0,85,240,306,1390,1335,26.4,2.34,2.78,3124,878,785,1552,2100,1024,1872,298,1335,1329,1319,3.9,210,101659,113945,158,0,49355,2.3,8.4,1335,645,27,2283,1005,153,22,1856,17
846521,043,1400000US17043846521,"Census Tract 8465.21, DuPage County, Illinois",21,31,10,0,26,30,35,0,22,34,150776,17,4869,2351,2518,316,44.1,3736,702,3687,425,42,392,0,97,226,400,2184,1804,35.6,2.69,3.16,4854,1490,1290,2440,4223,646,3815,112,1804,1712,1648,3.6,557,150776,180650,474,23,67628,2.3,4.0,1804,1412,51,2816,1248,81,21,2086,17
846522,043,1400000US17043846522,"Census Tract 8465.22, DuPage County, Illinois",27,0,20,18,53,0,37,8,49,54,119448,17,3759,1855,1904,245,34.3,2822,249,2061,122,0,1254,0,29,293,594,1497,1473,38.7,2.55,3.17,3759,1310,1062,1817,2703,1056,2183,309,1473,1439,1419,2.9,372,119448,149586,234,34,59028,1.5,1.7,1473,1029,41,2334,886,82,27,1709,17
846523,043,1400000US17043846523,"Census Tract 8465.23, DuPage County, Illinois",11,17,0,0,5,0,38,0,11,41,151786,17,2699,1339,1360,178,39.3,1960,423,2464,108,0,12,0,16,99,19,911,896,41.6,3.00,3.29,2688,946,786,1297,2630,69,2428,0,896,875,861,3.2,189,151786,169295,235,6,57685,2.2,3.5,896,822,9,2710,1036,64,20,2367,17
846524,043,1400000US17043846524,"Census Tract 8465.24, DuPage County, Illinois",42,10,10,0,4,21,14,59,30,82,133323,17,5214,2333,2881,492,36.7,3662,482,2992,246,0,1209,0,6,761,848,1809,1761,43.7,2.96,3.42,5214,2121,1728,2146,3691,1523,3114,290,1761,1734,1685,4.9,590,133323,149259,277,101,51123,2.1,3.5,1761,1206,0,2684,1144,115,27,1873,17
846603,043,1400000US17043846603,"Census Tract 8466.03, DuPage County, Illinois",68,75,0,17,108,54,68,72,19,158,57429,17,3637,1585,2052,253,32.3,2750,409,1914,89,82,265,0,1052,235,2507,1260,1235,36.4,2.93,3.58,3622,1342,1063,430,2158,1479,747,1069,1235,1126,1065,5.4,43,57429,74102,224,182,25799,15.7,19.5,1235,776,57,1788,863,108,74,989,17
846604,043,1400000US17043846604,"Census Tract 8466.04, DuPage County, Illinois",23,49,16,38,60,36,101,10,11,161,76484,17,4114,2189,1925,187,36.0,3226,567,2112,157,0,553,0,1019,273,1670,1502,1463,32.7,2.80,3.43,4101,1217,1055,712,2557,1557,1633,717,1463,1348,1308,6.1,136,76484,96422,448,103,34681,3.0,4.8,1463,1125,52,1828,777,221,76,1273,17
846701,043,1400000US17043846701,"Census Tract 8467.01, DuPage County, Illinois",22,26,61,125,35,133,11,108,37,29,78601,17,4218,2158,2060,178,37.0,3370,546,2340,58,23,211,0,866,720,2614,1513,1473,30.9,2.86,3.48,4218,1484,1070,479,2781,1437,1574,1075,1473,1305,1172,1.9,72,78601,83053,416,296,29613,12.3,13.1,1473,820,55,1772,626,109,16,1120,17
846702,043,1400000US17043846702,"Census Tract 8467.02, DuPage County, Illinois",121,5,21,31,39,0,46,15,39,107,83125,17,4075,1973,2102,189,36.9,3013,531,2574,376,0,258,0,698,169,1165,1313,1260,41.2,3.19,3.64,4015,1530,1193,624,3359,716,2386,442,1260,1128,1147,10.7,250,83125,100226,345,103,31545,8.4,14.8,1260,966,11,1864,695,63,34,1184,17
070100,045,1400000US17045070100,"Census Tract 701, Edgar County, Illinois",48,49,51,17,35,74,17,47,21,51,72500,17,2501,1261,1240,188,44.0,1931,556,2393,14,13,29,0,0,52,0,1126,984,28.5,2.41,2.86,2368,650,463,435,2450,51,2278,27,984,917,842,8.3,74,72500,77522,309,94,31642,6.4,9.5,984,727,14,1074,575,22,37,687,17
070200,045,1400000US17045070200,"Census Tract 702, Edgar County, Illinois",33,25,39,51,27,38,30,42,69,86,54077,17,1854,956,898,94,49.3,1475,436,1774,0,10,8,0,4,58,46,925,789,26.9,2.35,2.75,1854,407,403,202,1810,44,1701,11,789,754,653,8.1,32,54077,66344,355,109,28610,5.6,8.7,789,591,25,921,333,22,25,825,17
070300,045,1400000US17045070300,"Census Tract 703, Edgar County, Illinois",107,112,62,84,173,100,44,188,160,120,44762,17,3706,1710,1996,126,47.3,3003,903,3644,3,0,0,3,0,56,0,1956,1708,21.3,2.15,2.76,3668,826,716,412,3700,6,3537,12,1708,1487,1433,3.8,85,44762,59889,701,329,28034,10.7,13.3,1708,1396,126,749,377,68,32,676,17
070400,045,1400000US17045070400,"Census Tract 704, Edgar County, Illinois",182,214,31,157,120,179,119,184,232,96,46728,17,5515,2848,2667,282,41.1,4461,1048,5296,40,0,17,0,137,25,137,2661,2578,27.9,2.07,2.50,5327,1241,885,713,5474,41,5061,43,2578,2324,2106,4.0,89,46728,56874,1001,662,26456,12.5,12.9,2578,1463,521,1106,500,82,32,660,17
070500,045,1400000US17045070500,"Census Tract 705, Edgar County, Illinois",120,65,70,54,54,37,48,46,88,74,66599,17,3422,1657,1765,144,46.8,2751,847,3348,34,0,18,0,0,22,36,1638,1485,25.9,2.30,2.90,3422,809,590,508,3389,33,3246,0,1485,1266,1192,6.2,53,66599,75926,607,155,33411,5.9,9.6,1485,1272,75,1153,453,56,110,525,17
956900,047,1400000US17047956900,"Census Tract 9569, Edwards County, Illinois",19,46,33,35,22,73,28,30,72,79,56490,17,2051,1017,1034,72,47.0,1624,496,2003,12,0,0,0,0,36,10,1061,839,24.4,2.42,2.80,2033,500,378,172,2047,4,1948,31,839,731,671,7.2,79,56490,69574,371,98,28746,4.9,9.1,839,720,21,975,408,5,25,443,17
957000,047,1400000US17047957000,"Census Tract 9570, Edwards County, Illinois",62,36,58,48,19,32,13,59,55,113,56855,17,2011,1036,975,128,48.7,1618,469,1915,0,2,6,0,0,88,10,1041,926,23.7,2.17,2.72,2011,467,313,219,2004,7,1855,7,926,803,761,3.0,58,56855,71238,328,122,33107,1.7,10.2,926,787,69,1075,418,59,32,474,17
957100,047,1400000US17047957100,"Census Tract 9571, Edwards County, Illinois",40,51,65,52,59,58,73,29,21,55,49632,17,2171,1026,1145,151,38.8,1575,352,2082,0,33,15,0,8,33,63,951,891,37.7,2.41,3.01,2147,647,535,198,2138,33,1946,61,891,771,729,13.3,0,49632,58164,298,189,23767,17.1,20.8,891,607,28,844,334,35,7,700,17
950100,049,1400000US17049950100,"Census Tract 9501, Effingham County, Illinois",23,29,34,95,25,25,45,44,81,102,91053,17,4322,2301,2021,275,36.8,3256,537,4204,8,0,34,0,4,72,25,1894,1644,38.7,2.62,3.12,4313,1400,994,777,4280,42,3951,16,1644,1583,1526,1.9,400,91053,119983,473,126,41237,1.2,2.5,1644,1327,82,1572,563,27,20,594,17
950200,049,1400000US17049950200,"Census Tract 9502, Effingham County, Illinois",66,55,21,72,26,42,61,44,79,267,83050,17,4800,2605,2195,365,39.6,3552,832,4738,5,21,0,0,0,36,11,2222,1923,32.0,2.50,3.02,4800,1411,1089,1053,4748,52,4425,0,1923,1797,1666,2.2,133,83050,114229,570,104,44917,3.3,5.8,1923,1639,133,1411,566,142,21,679,17
950300,049,1400000US17049950300,"Census Tract 9503, Effingham County, Illinois",73,78,67,80,45,83,48,167,80,153,65069,17,4170,2115,2055,196,42.1,3277,982,4152,0,4,0,0,5,9,0,1842,1791,26.9,2.28,2.87,4085,1079,953,495,4170,0,3958,0,1791,1626,1549,1.3,168,65069,77399,746,218,33951,5.4,8.6,1791,1461,80,1122,507,122,87,814,17
950400,049,1400000US17049950400,"Census Tract 9504, Effingham County, Illinois",98,26,123,101,60,45,51,31,48,136,63578,17,3719,1901,1818,157,43.6,2878,702,3542,22,2,25,0,63,65,148,1640,1513,31.0,2.46,2.90,3719,860,795,381,3670,49,3445,62,1513,1274,1206,1.9,126,63578,71792,577,105,29469,6.8,8.0,1513,1339,22,1094,475,122,137,496,17
950500,049,1400000US17049950500,"Census Tract 9505, Effingham County, Illinois",26,47,61,23,114,114,50,46,44,180,73313,17,4768,2534,2234,366,38.2,3423,590,4683,0,1,33,0,0,51,30,1845,1778,39.1,2.68,3.03,4768,1565,1157,790,4679,89,4296,37,1778,1683,1540,4.2,162,73313,82739,451,200,30885,5.4,7.0,1778,1594,32,1477,493,123,19,596,17
950600,049,1400000US17049950600,"Census Tract 9506, Effingham County, Illinois",44,60,228,88,122,36,142,62,112,162,62750,17,5041,2400,2641,233,43.6,4057,1116,4879,49,0,68,0,0,45,77,2395,2260,25.6,2.21,2.72,4994,1194,970,976,4910,131,4701,0,2260,2088,1943,1.9,246,62750,89266,927,314,38818,4.5,7.3,2260,1759,227,1167,517,111,28,726,17
950700,049,1400000US17049950700,"Census Tract 9507, Effingham County, Illinois",111,115,134,106,37,123,103,37,6,39,43214,17,3707,1502,2205,284,37.0,2708,744,3368,43,5,44,0,110,137,228,1560,1492,33.4,2.33,2.96,3481,1057,914,394,3509,198,3131,127,1492,1336,1289,2.8,153,43214,64013,544,424,26002,19.2,27.9,1492,815,207,1133,552,42,31,562,17
950800,049,1400000US17049950800,"Census Tract 9508, Effingham County, Illinois",56,86,87,58,109,136,79,175,46,192,50920,17,4049,1947,2102,374,33.5,3101,553,3811,66,4,0,0,85,83,241,1839,1703,30.7,2.32,2.94,3950,1095,839,612,3854,195,3385,171,1703,1593,1456,4.8,139,50920,62423,393,262,26294,18.5,22.4,1703,885,141,1080,440,31,46,733,17
950500,051,1400000US17051950500,"Census Tract 9505, Fayette County, Illinois",28,82,67,116,71,36,36,90,33,58,46250,17,2859,1342,1517,125,46.7,2247,580,2821,6,0,11,0,0,21,7,1229,1071,27.0,2.64,3.29,2823,940,669,226,2843,16,2680,7,1071,886,793,7.2,93,46250,62680,442,166,24932,14.6,18.8,1071,973,17,1006,460,97,97,676,17
950600,051,1400000US17051950600,"Census Tract 9506, Fayette County, Illinois",33,51,30,34,35,24,55,76,66,94,54879,17,2560,1232,1328,140,36.9,1900,362,2542,0,0,18,0,0,0,5,1109,925,32.8,2.77,3.19,2560,844,610,221,2542,18,2317,47,925,764,703,3.3,13,54879,77202,338,147,29049,11.4,16.8,925,694,44,1020,410,68,22,600,17
950700,051,1400000US17051950700,"Census Tract 9507, Fayette County, Illinois",137,69,134,102,69,47,60,48,85,65,53889,17,4714,2310,2404,309,41.7,3532,938,4592,11,0,58,0,0,53,43,1751,1560,34.4,3.02,3.49,4714,1370,1048,468,4653,61,4297,46,1560,1373,1311,3.1,109,53889,69834,652,237,25412,14.1,20.7,1560,1397,27,1429,413,110,69,767,17
950800,051,1400000US17051950800,"Census Tract 9508, Fayette County, Illinois",102,125,97,85,152,105,86,104,49,133,36688,17,4840,3105,1735,252,40.9,4065,708,3844,850,21,3,12,21,89,321,1483,1386,24.7,2.59,3.24,3584,1063,980,373,4637,203,4080,158,1386,1161,1059,5.0,38,36688,52931,542,155,17139,16.2,20.7,1386,924,83,825,341,30,97,739,17
950900,051,1400000US17051950900,"Census Tract 9509, Fayette County, Illinois",119,75,60,74,29,17,31,9,23,76,36607,17,1767,858,909,86,41.3,1439,349,1698,49,0,0,0,20,0,32,1081,757,30.8,2.16,3.06,1637,465,295,142,1754,13,1631,8,757,650,598,1.6,50,36607,45730,291,226,22118,13.3,19.3,757,397,123,877,294,19,8,582,17
951000,051,1400000US17051951000,"Census Tract 9510, Fayette County, Illinois",58,13,22,15,36,125,19,61,38,78,50500,17,1792,943,849,106,49.5,1451,466,1718,29,1,0,0,0,44,0,958,782,25.8,2.29,2.84,1792,454,247,137,1792,0,1644,0,782,657,575,5.6,64,50500,61371,364,73,27754,4.2,6.7,782,641,28,1109,417,43,21,468,17
951100,051,1400000US17051951100,"Census Tract 9511, Fayette County, Illinois",40,73,33,100,55,66,49,74,52,40,55952,17,2982,1618,1364,241,45.2,2310,728,2876,0,0,0,42,0,64,0,1276,1128,24.9,2.64,3.15,2982,863,512,349,2959,23,2521,28,1128,932,868,3.8,102,55952,74085,447,117,29863,9.5,11.6,1128,953,55,946,470,35,40,611,17
961600,053,1400000US17053961600,"Census Tract 9616, Ford County, Illinois",34,25,72,73,31,51,50,52,27,56,51875,17,1915,908,1007,124,45.8,1588,365,1823,18,3,0,0,53,18,20,974,863,23.2,2.17,2.59,1870,383,255,280,1891,24,1747,7,863,797,753,7.8,53,51875,65760,283,96,29622,11.3,15.2,863,627,47,974,452,45,13,814,17
961700,053,1400000US17053961700,"Census Tract 9617, Ford County, Illinois",37,31,24,39,16,24,38,67,36,80,59205,17,2129,1150,979,143,39.5,1549,414,2072,3,7,0,0,15,32,38,843,770,33.4,2.69,3.27,2068,643,534,242,2113,16,1947,7,770,705,634,5.3,72,59205,71483,276,103,26188,11.8,21.9,770,633,20,1296,533,83,50,840,17
961800,053,1400000US17053961800,"Census Tract 9618, Ford County, Illinois",123,100,85,102,123,44,77,97,69,151,54882,17,4424,2137,2287,209,40.8,3351,889,4054,33,9,53,0,183,92,240,1995,1791,27.9,2.37,3.17,4246,1292,1037,696,4378,46,3946,64,1791,1645,1464,1.1,127,54882,72716,584,319,29717,5.2,10.7,1791,1348,154,1048,509,149,29,685,17
961900,053,1400000US17053961900,"Census Tract 9619, Ford County, Illinois",10,31,21,16,52,16,10,26,34,41,78214,17,1483,798,685,121,41.5,1101,189,1343,0,0,32,0,31,77,46,759,646,26.5,2.30,2.95,1483,427,309,288,1449,34,1294,26,646,609,553,5.4,100,78214,99121,177,87,42208,10.5,12.2,646,542,27,1306,512,69,2,773,17
962000,053,1400000US17053962000,"Census Tract 9620, Ford County, Illinois",189,63,101,53,64,151,131,38,146,78,46659,17,3638,1761,1877,178,44.4,2869,702,3340,62,6,0,0,110,120,176,1710,1649,30.4,2.15,3.04,3546,1013,798,547,3530,108,3337,75,1649,1452,1382,6.3,96,46659,64955,457,392,29726,5.0,10.0,1649,1209,121,1298,468,99,72,613,17
040100,055,1400000US17055040100,"Census Tract 401, Franklin County, Illinois",30,19,73,67,19,68,56,57,71,96,59340,17,2752,1321,1431,107,42.6,2165,577,2633,0,0,63,0,0,56,63,1292,1093,28.4,2.52,2.98,2752,826,673,364,2701,51,2582,18,1093,978,873,2.2,146,59340,69386,412,121,27813,6.0,8.2,1093,950,22,1047,404,34,15,621,17
040200,055,1400000US17055040200,"Census Tract 402, Franklin County, Illinois",41,77,103,61,31,52,112,76,36,91,59567,17,3220,1605,1615,163,46.4,2547,732,3171,10,0,0,0,3,36,47,1503,1351,22.1,2.38,2.86,3220,721,722,482,3202,18,3027,11,1351,1115,1064,3.7,71,59567,66375,619,159,28392,6.8,10.8,1351,1202,94,1196,416,106,34,677,17
040300,055,1400000US17055040300,"Census Tract 403, Franklin County, Illinois",89,156,75,71,105,69,78,142,58,138,40741,17,2860,1383,1477,131,43.3,2254,618,2696,0,0,12,0,3,149,76,1552,1353,23.4,2.11,2.92,2860,733,593,320,2841,19,2707,14,1353,1165,1065,5.4,65,40741,52349,609,315,24959,12.6,17.6,1353,927,111,933,404,61,46,641,17
